date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1976-03-01,Morocco,Sudan,2,2,African Cup of Nations,Dire Dawa,Ethiopia,True
1976-03-01,Nigeria,DR Congo,4,2,African Cup of Nations,Dire Dawa,Ethiopia,True
1976-03-02,Algeria,Sweden,0,2,Friendly,Algiers,Algeria,False
1976-03-02,Australia,New Zealand,3,1,Friendly,Melbourne,Australia,False
1976-03-03,Egypt,Uganda,2,1,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-03,Ethiopia,Guinea,1,2,African Cup of Nations,Addis Ababa,Ethiopia,False
1976-03-03,Israel,Northern Ireland,1,1,Friendly,Jaffa,Israel,False
1976-03-04,Morocco,DR Congo,1,0,African Cup of Nations,Dire Dawa,Ethiopia,True
1976-03-04,Nigeria,Sudan,1,0,African Cup of Nations,Dire Dawa,Ethiopia,True
1976-03-05,Ethiopia,Egypt,1,1,African Cup of Nations,Addis Ababa,Ethiopia,False
1976-03-05,Guinea,Uganda,2,1,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-06,Morocco,Nigeria,3,1,African Cup of Nations,Dire Dawa,Ethiopia,True
1976-03-06,Sudan,DR Congo,1,1,African Cup of Nations,Dire Dawa,Ethiopia,True
1976-03-07,Sierra Leone,Niger,5,1,FIFA World Cup qualification,Freetown,Sierra Leone,False
1976-03-09,Egypt,Morocco,1,2,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-09,Guinea,Nigeria,1,1,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-10,Czechoslovakia,Russia,2,2,Friendly,Ko큄ice,Czechoslovakia,False
1976-03-10,Malta,Libya,2,2,Friendly,G탉ira,Malta,False
1976-03-10,Uruguay,Paraguay,2,2,Atlantic Cup,Montevideo,Uruguay,False
1976-03-11,Egypt,Guinea,2,4,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-11,Morocco,Nigeria,2,1,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-13,Burkina Faso,Mauritania,1,1,FIFA World Cup qualification,Ouagadougou,Upper Volta,True
1976-03-14,Egypt,Nigeria,2,3,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-14,Guinea,Morocco,1,1,African Cup of Nations,Addis Ababa,Ethiopia,True
1976-03-20,Russia,Argentina,0,1,Friendly,Kyiv,Soviet Union,False
1976-03-20,Alderney,Guernsey,0,5,Muratti Vase,Alderney,Alderney,False
1976-03-21,Ghana,Togo,4,0,Friendly,Accra,Ghana,False
1976-03-21,Ivory Coast,Senegal,4,1,Friendly,Abidjan,Ivory Coast,False
1976-03-21,Niger,Sierra Leone,2,1,FIFA World Cup qualification,Niamey,Niger,False
1976-03-24,Bulgaria,Russia,0,3,Friendly,Sofia,Bulgaria,False
1976-03-24,Republic of Ireland,Norway,3,0,Friendly,Dublin,Republic of Ireland,False
1976-03-24,Poland,Argentina,1,2,Friendly,Chorz처w,Poland,False
1976-03-24,Wales,England,1,2,Friendly,Wrexham,Wales,False
1976-03-26,Qatar,Saudi Arabia,1,0,Gulf Cup,Doha,Qatar,False
1976-03-27,Bahrain,United Arab Emirates,3,2,Gulf Cup,Doha,Qatar,True
1976-03-27,France,Czechoslovakia,2,2,Friendly,Paris,France,False
1976-03-27,Hungary,Argentina,2,0,Friendly,Budapest,Hungary,False
1976-03-27,Iraq,Oman,4,0,Gulf Cup,Doha,Qatar,True
1976-03-28,Gabon,Ivory Coast,0,3,Friendly,Libreville,Gabon,False
1976-03-28,Mauritania,Burkina Faso,0,2,FIFA World Cup qualification,Nouakchott,Mauritania,False
1976-03-28,Qatar,Kuwait,0,4,Gulf Cup,Doha,Qatar,False
1976-03-29,Bahrain,Iraq,1,4,Gulf Cup,Doha,Qatar,True
1976-03-29,Saudi Arabia,United Arab Emirates,2,0,Gulf Cup,Doha,Qatar,True
1976-03-31,Kuwait,Oman,8,0,Gulf Cup,Doha,Qatar,True
1976-04-01,Algeria,Libya,1,0,FIFA World Cup qualification,Algiers,Algeria,False
1976-04-01,Iraq,Saudi Arabia,7,1,Gulf Cup,Doha,Qatar,True
1976-04-01,Qatar,United Arab Emirates,3,1,Gulf Cup,Doha,Qatar,False
1976-04-02,Bahrain,Oman,1,0,Gulf Cup,Doha,Qatar,True
1976-04-02,Dominican Republic,Haiti,0,3,CONCACAF Championship qualification,Santo Domingo,Dominican Republic,False
1976-04-03,Kuwait,United Arab Emirates,0,0,Gulf Cup,Doha,Qatar,True
1976-04-03,Qatar,Iraq,0,0,Gulf Cup,Doha,Qatar,False
1976-04-04,Oman,Saudi Arabia,1,3,Gulf Cup,Doha,Qatar,True
1976-04-04,Panama,Costa Rica,3,2,CONCACAF Championship qualification,Panama City,Panama,False
1976-04-06,Bahrain,Kuwait,2,5,Gulf Cup,Doha,Qatar,True
1976-04-06,Iraq,United Arab Emirates,4,0,Gulf Cup,Doha,Qatar,True
1976-04-07,Italy,Portugal,3,1,Friendly,Turin,Italy,False
1976-04-07,Paraguay,Brazil,1,1,Copa Oswaldo Cruz,Asunci처n,Paraguay,False
1976-04-07,Qatar,Oman,4,1,Gulf Cup,Doha,Qatar,False
1976-04-07,Scotland,Switzerland,1,0,Friendly,Glasgow,Scotland,False
1976-04-08,Argentina,Uruguay,4,1,Copa Lipton,Buenos Aires,Argentina,False
1976-04-08,Bahrain,Saudi Arabia,2,1,Gulf Cup,Doha,Qatar,True
1976-04-08,Iraq,Kuwait,2,2,Gulf Cup,Doha,Qatar,True
1976-04-10,Oman,United Arab Emirates,1,1,Gulf Cup,Doha,Qatar,True
1976-04-10,Qatar,Bahrain,3,0,Gulf Cup,Doha,Qatar,False
1976-04-11,Kuwait,Saudi Arabia,3,1,Gulf Cup,Doha,Qatar,True
1976-04-15,Iraq,Kuwait,2,4,Gulf Cup,Doha,Qatar,True
1976-04-16,Libya,Algeria,0,0,FIFA World Cup qualification,Tripoli,Libya,False
1976-04-17,Haiti,Dominican Republic,3,0,CONCACAF Championship qualification,Port-au-Prince,Haiti,False
1976-04-17,Yugoslavia,Hungary,0,0,Friendly,Banja Luka,Yugoslavia,False
1976-04-19,Ivory Coast,Gabon,1,3,Friendly,Abidjan,Ivory Coast,False
1976-04-19,Sierra Leone,Guinea,1,1,Friendly,Freetown,Sierra Leone,False
1976-04-21,Congo,Cuba,3,1,Friendly,Brazzaville,Congo,False
1976-04-21,German DR,Algeria,5,0,Friendly,Cottbus,German DR,False
1976-04-24,Czechoslovakia,Russia,2,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False
1976-04-24,France,Poland,2,0,Friendly,Lens,France,False
1976-04-24,Spain,Germany,1,1,UEFA Euro qualification,Madrid,Spain,False
1976-04-24,Yugoslavia,Wales,2,0,UEFA Euro qualification,Zagreb,Yugoslavia,False
1976-04-25,Netherlands,Belgium,5,0,UEFA Euro qualification,Rotterdam,Netherlands,False
1976-04-25,Sierra Leone,Liberia,1,0,Friendly,Freetown,Sierra Leone,False
1976-04-28,Argentina,Paraguay,2,2,Copa F챕lix Bogado,Buenos Aires,Argentina,False
1976-04-28,Austria,Sweden,1,0,Friendly,Vienna,Austria,False
1976-04-28,Brazil,Uruguay,2,1,Copa Rio Branco,Rio de Janeiro,Brazil,False
1976-04-30,Switzerland,Hungary,0,1,Friendly,Lausanne,Switzerland,False
1976-05-02,Algeria,Guinea,1,2,Friendly,Algiers,Algeria,False
1976-05-02,Gabon,S찾o Tom챕 and Pr챠ncipe,6,1,Friendly,Libreville,Gabon,False
1976-05-02,Guadeloupe,Martinique,0,1,Friendly,Pointe-횪-Pitre,Guadeloupe,False
1976-05-02,Panama,El Salvador,1,1,CONCACAF Championship qualification,Panama City,Panama,False
1976-05-05,Bulgaria,North Korea,3,0,Friendly,Sofia,Bulgaria,False
1976-05-06,China,Malaysia,2,0,Friendly,Beijing,China,False
1976-05-06,Greece,Poland,1,0,Friendly,Athens,Greece,False
1976-05-06,Scotland,Wales,3,1,British Home Championship,Glasgow,Scotland,False
1976-05-08,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False
1976-05-08,Wales,England,0,1,British Home Championship,Cardiff,Wales,False
1976-05-09,Zambia,Malawi,4,0,FIFA World Cup qualification,Lusaka,Zambia,False
1976-05-09,Jersey,Guernsey,3,1,Muratti Vase,Jersey,Jersey,False
1976-05-11,England,Northern Ireland,4,0,British Home Championship,London,England,False
1976-05-11,Martinique,Guadeloupe,3,2,Friendly,Fort-de-France,Martinique,False
1976-05-11,Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,False
1976-05-11,Switzerland,Poland,2,1,Friendly,Basel,Switzerland,False
1976-05-12,Bulgaria,Romania,1,0,Balkan Cup,Veliko T훱rnovo,Bulgaria,False
1976-05-14,Wales,Northern Ireland,1,0,British Home Championship,Swansea,Wales,False
1976-05-15,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False
1976-05-19,Brazil,Argentina,2,0,Copa Roca,Rio de Janeiro,Brazil,False
1976-05-19,Finland,Switzerland,1,0,Friendly,Kuopio,Finland,False
1976-05-19,Norway,Iceland,0,1,Friendly,Oslo,Norway,False
1976-05-19,Paraguay,Uruguay,1,0,Atlantic Cup,Asunci처n,Paraguay,False
1976-05-22,Belgium,Netherlands,1,2,UEFA Euro qualification,Brussels,Belgium,False
1976-05-22,Germany,Spain,2,0,UEFA Euro qualification,Munich,Germany,False
1976-05-22,Hungary,France,1,0,Friendly,Budapest,Hungary,False
1976-05-22,Russia,Czechoslovakia,2,2,UEFA Euro qualification,Kyiv,Soviet Union,False
1976-05-22,Wales,Yugoslavia,1,1,UEFA Euro qualification,Cardiff,Wales,False
1976-05-23,Brazil,England,1,0,Friendly,Los Angeles,United States,True
1976-05-23,Cyprus,Denmark,1,5,FIFA World Cup qualification,Limassol,Cyprus,False
1976-05-26,Hungary,Russia,1,1,Friendly,Budapest,Hungary,False
1976-05-26,Poland,Republic of Ireland,0,2,Friendly,Pozna흦,Poland,False
1976-05-28,England,Italy,3,2,Friendly,New York,United States,True
1976-05-30,Malawi,Zambia,0,1,FIFA World Cup qualification,Blantyre,Malawi,False
1976-05-31,Brazil,Italy,4,1,Friendly,New Haven,United States,True
1976-06-01,Finland,Sweden,0,2,Nordic Championship,Helsinki,Finland,False
1976-06-03,Kuwait,Malaysia,2,0,AFC Asian Cup,Tehran,Iran,True
1976-06-04,Iran,Iraq,2,0,AFC Asian Cup,Tehran,Iran,False
1976-06-04,Mexico,Brazil,0,3,Friendly,Guadalajara,Mexico,False
1976-06-05,China,Malaysia,1,1,AFC Asian Cup,Tehran,Iran,True
1976-06-05,Italy,Romania,4,2,Friendly,Milan,Italy,False
1976-06-06,Iraq,Yemen DPR,1,0,AFC Asian Cup,Tehran,Iran,True
1976-06-06,Catalonia,Russia,1,1,Friendly,Barcelona,Spain,False
1976-06-07,China,Kuwait,0,1,AFC Asian Cup,Tehran,Iran,True
1976-06-08,Myanmar,Malaysia,3,1,Indonesia Tournament,Jakarta,Indonesia,True
1976-06-08,Iran,Yemen DPR,8,0,AFC Asian Cup,Tehran,Iran,False
1976-06-09,Brazil,Paraguay,3,1,Copa Oswaldo Cruz,Rio de Janeiro,Brazil,False
1976-06-09,Uruguay,Argentina,0,3,Copa Newton,Montevideo,Uruguay,False
1976-06-10,Indonesia,Malaysia,1,2,Indonesia Tournament,Jakarta,Indonesia,False
1976-06-11,Iran,China,2,0,AFC Asian Cup,Tehran,Iran,False
1976-06-11,Iraq,Kuwait,2,3,AFC Asian Cup,Tehran,Iran,True
1976-06-12,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False
1976-06-12,Indonesia,Myanmar,1,1,Indonesia Tournament,Jakarta,Indonesia,False
1976-06-13,China,Iraq,1,0,AFC Asian Cup,Tehran,Iran,True
1976-06-13,Finland,England,1,4,FIFA World Cup qualification,Helsinki,Finland,False
1976-06-13,Iran,Kuwait,1,0,AFC Asian Cup,Tehran,Iran,False
1976-06-16,Czechoslovakia,Netherlands,3,1,UEFA Euro,Zagreb,Yugoslavia,True
1976-06-16,Faroe Islands,Iceland,1,6,Friendly,T처rshavn,Faroe Islands,False
1976-06-16,Sweden,Norway,2,0,FIFA World Cup qualification,Solna,Sweden,False
1976-06-17,Yugoslavia,Germany,2,4,UEFA Euro,Belgrade,Yugoslavia,False
1976-06-19,Yugoslavia,Netherlands,2,3,UEFA Euro,Zagreb,Yugoslavia,False
1976-06-20,Czechoslovakia,Germany,2,2,UEFA Euro,Belgrade,Yugoslavia,True
1976-06-23,Austria,Russia,1,2,Friendly,Vienna,Austria,False
1976-06-24,Norway,Denmark,0,0,Nordic Championship,Bergen,Norway,False
1976-06-29,R챕union,Kenya,1,3,Friendly,Mah챕,Seychelles,True
1976-06-30,Guatemala,Costa Rica,1,0,Friendly,Guatemala City,Guatemala,False
1976-07-01,Gabon,DR Congo,1,1,Friendly,Libreville,Gabon,False
1976-07-01,Seychelles,R챕union,1,4,Friendly,Victoria,Seychelles,False
1976-07-02,Iran,Romania,2,2,Friendly,Tehran,Iran,False
1976-07-02,R챕union,Mauritius,0,2,Friendly,Saint-Pierre,R챕union,False
1976-07-03,Rwanda,DR Congo,1,6,Friendly,Libreville,Gabon,True
1976-07-03,Seychelles,Kenya,1,4,Friendly,Mah챕,Seychelles,False
1976-07-04,Guyana,Suriname,2,0,CONCACAF Championship qualification,Georgetown,Guyana,False
1976-07-05,Cameroon,DR Congo,2,1,Friendly,Libreville,Gabon,True
1976-07-06,Malawi,Kenya,1,0,Friendly,Blantyre,Malawi,False
1976-07-07,Burundi,DR Congo,0,1,Friendly,Libreville,Gabon,True
1976-07-07,Guatemala,El Salvador,1,0,Friendly,Guatemala City,Guatemala,False
1976-07-08,Malawi,Sierra Leone,4,2,Friendly,Zomba,Malawi,False
1976-07-11,Costa Rica,Panama,3,0,CONCACAF Championship qualification,San Jos챕,Costa Rica,False
1976-07-14,Finland,Iceland,1,0,Friendly,Helsinki,Finland,False
1976-07-19,Afghanistan,Pakistan,1,0,Friendly,Kabul,Afghanistan,False
1976-07-21,India,Pakistan,1,1,Friendly,Kabul,Afghanistan,True
1976-07-24,Afghanistan,India,1,1,Friendly,Kabul,Afghanistan,False
1976-07-30,Cura챌ao,Haiti,1,2,CONCACAF Championship qualification,Oranjestad,Aruba,True
1976-08-07,Malaysia,South Korea,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-08,Myanmar,Indonesia,5,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-08,India,Japan,1,5,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-08,S찾o Tom챕 and Pr챠ncipe,Congo,2,3,Friendly,S찾o Tom챕,S찾o Tom챕 and Pr챠ncipe,False
1976-08-09,Malaysia,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-10,Malaysia,India,5,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-10,India,South Korea,0,8,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-10,Indonesia,Japan,0,6,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-11,Australia,Hong Kong,0,1,Friendly,Canberra,Australia,False
1976-08-11,Myanmar,Thailand,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-11,El Salvador,Panama,4,1,CONCACAF Championship qualification,San Salvador,El Salvador,False
1976-08-11,Sweden,Finland,6,0,Nordic Championship,Malm철,Sweden,False
1976-08-12,Indonesia,South Korea,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-13,Myanmar,Japan,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-14,Malaysia,Indonesia,7,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-14,Haiti,Cura챌ao,7,0,CONCACAF Championship qualification,Port-au-Prince,Haiti,False
1976-08-14,India,Thailand,2,6,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-14,Indonesia,India,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-15,Barbados,Trinidad and Tobago,2,1,CONCACAF Championship qualification,Bridgetown,Barbados,False
1976-08-15,Myanmar,South Korea,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-15,Jamaica,Cuba,1,3,CONCACAF Championship qualification,Kingston,Jamaica,False
1976-08-16,Japan,Thailand,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-17,Malaysia,Myanmar,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-17,Switzerland,Bulgaria,2,2,Friendly,Lucerne,Switzerland,False
1976-08-18,Australia,Hong Kong,2,0,Friendly,Gosford,Australia,False
1976-08-18,Indonesia,Thailand,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-18,Japan,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-19,Myanmar,India,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-20,South Korea,Thailand,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1976-08-20,Malaysia,Japan,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-21,Iceland,Luxembourg,3,1,Friendly,Reykjav챠k,Iceland,False
1976-08-22,Malaysia,Japan,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1976-08-25,Denmark,Norway,3,0,Nordic Championship,Vejle,Denmark,False
1976-08-25,Finland,Turkey,2,1,Friendly,Helsinki,Finland,False
1976-08-29,Cuba,Jamaica,2,0,CONCACAF Championship qualification,Havana,Cuba,False
1976-08-29,Suriname,Guyana,3,0,CONCACAF Championship qualification,Paramaribo,Suriname,False
1976-08-31,Trinidad and Tobago,Barbados,1,0,CONCACAF Championship qualification,Port of Spain,Trinidad and Tobago,False
1976-09-01,Denmark,France,1,1,Friendly,Copenhagen,Denmark,False
1976-09-04,Burkina Faso,Ivory Coast,1,1,FIFA World Cup qualification,Ouagadougou,Upper Volta,True
1976-09-04,Malawi,Uganda,1,1,Friendly,Blantyre,Malawi,False
1976-09-05,Iceland,Belgium,0,1,FIFA World Cup qualification,Reykjav챠k,Iceland,False
1976-09-05,Saudi Arabia,Iraq,0,0,Friendly,Riyadh,Saudi Arabia,False
1976-09-06,Malawi,Uganda,1,2,Friendly,Blantyre,Malawi,False
1976-09-08,England,Republic of Ireland,1,1,Friendly,London,England,False
1976-09-08,Iceland,Netherlands,0,1,FIFA World Cup qualification,Reykjav챠k,Iceland,False
1976-09-08,Libya,Algeria,0,1,Friendly,Benghazi,Libya,False
1976-09-08,Norway,Switzerland,1,0,FIFA World Cup qualification,Oslo,Norway,False
1976-09-08,Scotland,Finland,6,0,Friendly,Glasgow,Scotland,False
1976-09-08,Sweden,Hungary,1,1,Friendly,Solna,Sweden,False
1976-09-09,Ivory Coast,Ghana,3,1,Friendly,Abidjan,Ivory Coast,False
1976-09-10,Libya,Algeria,1,0,Friendly,Tripoli,Libya,False
1976-09-11,South Korea,Malaysia,4,4,Korea Cup,Seoul,South Korea,False
1976-09-12,Myanmar,New Zealand,0,2,Korea Cup,Seoul,South Korea,True
1976-09-12,Saudi Arabia,Morocco,0,2,Friendly,Riyadh,Saudi Arabia,False
1976-09-13,South Korea,India,4,0,Korea Cup,Seoul,South Korea,False
1976-09-13,Malawi,Botswana,7,1,Friendly,Blantyre,Malawi,False
1976-09-13,Malaysia,Singapore,4,1,Korea Cup,Seoul,South Korea,True
1976-09-14,Barbados,Trinidad and Tobago,1,3,CONCACAF Championship qualification,Bridgetown,Barbados,False
1976-09-15,India,Singapore,1,2,Korea Cup,Seoul,South Korea,True
1976-09-16,Myanmar,Thailand,2,0,Korea Cup,Seoul,South Korea,True
1976-09-17,South Korea,Singapore,7,0,Korea Cup,Seoul,South Korea,False
1976-09-17,Malawi,Botswana,3,0,Friendly,Blantyre,Malawi,False
1976-09-17,Panama,Guatemala,2,4,CONCACAF Championship qualification,Panama City,Panama,False
1976-09-18,New Zealand,Thailand,3,1,Korea Cup,Seoul,South Korea,True
1976-09-19,India,Malaysia,0,4,Korea Cup,Seoul,South Korea,True
1976-09-22,Austria,Switzerland,3,1,Friendly,Linz,Austria,False
1976-09-22,Bulgaria,Turkey,2,2,Friendly,Sofia,Bulgaria,False
1976-09-22,Denmark,Italy,0,1,Friendly,Copenhagen,Denmark,False
1976-09-22,Finland,Luxembourg,7,1,FIFA World Cup qualification,Helsinki,Finland,False
1976-09-22,German DR,Hungary,1,1,Friendly,Berlin,German DR,False
1976-09-22,Greece,Israel,0,1,Friendly,Patras,Greece,False
1976-09-22,Norway,Sweden,3,2,Nordic Championship,Oslo,Norway,False
1976-09-22,Romania,Czechoslovakia,1,1,Friendly,Bucharest,Romania,False
1976-09-23,South Korea,New Zealand,2,0,Korea Cup,Seoul,South Korea,False
1976-09-24,Canada,United States,1,1,CONCACAF Championship qualification,Vancouver,Canada,False
1976-09-25,Italy,Yugoslavia,3,0,Friendly,Rome,Italy,False
1976-09-26,Guatemala,Panama,7,0,CONCACAF Championship qualification,Guatemala City,Guatemala,False
1976-09-26,Ivory Coast,Burkina Faso,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False
1976-09-30,Botswana,Zambia,2,3,Friendly,Gaborone,Botswana,False
1976-09-30,Saudi Arabia,Tunisia,0,1,Friendly,Dammam,Saudi Arabia,False
1976-10-02,New Caledonia,New Zealand,2,1,Friendly,Noum챕a,New Caledonia,False
1976-10-03,United States,Mexico,0,0,CONCACAF Championship qualification,Los Angeles,United States,False
1976-10-06,Chile,Uruguay,0,0,Copa Juan Pinto Dur찼n,Santiago,Chile,False
1976-10-06,Czechoslovakia,Romania,3,2,Friendly,Prague,Czechoslovakia,False
1976-10-06,Wales,Germany,0,2,Friendly,Cardiff,Wales,False
1976-10-09,Bulgaria,France,2,2,FIFA World Cup qualification,Sofia,Bulgaria,False
1976-10-09,Greece,Hungary,1,1,FIFA World Cup qualification,Piraeus,Greece,False
1976-10-09,Switzerland,Sweden,1,2,FIFA World Cup qualification,Basel,Switzerland,False
1976-10-09,Uganda,Burundi,2,0,Friendly,Kampala,Uganda,False
1976-10-10,Albania,Algeria,3,0,Friendly,Tirana,Albania,False
1976-10-10,Canada,Mexico,1,0,CONCACAF Championship qualification,Vancouver,Canada,False
1976-10-10,Ethiopia,Mauritius,3,0,Friendly,Addis Ababa,Ethiopia,False
1976-10-10,Ghana,Guinea,2,1,FIFA World Cup qualification,Accra,Ghana,False
1976-10-10,Spain,Yugoslavia,1,0,FIFA World Cup qualification,Seville,Spain,False
1976-10-11,Uganda,Burundi,1,0,Friendly,Kampala,Uganda,False
1976-10-12,Pakistan,Afghanistan,1,0,Friendly,Karachi,Pakistan,False
1976-10-12,Peru,Uruguay,0,0,Friendly,Lima,Peru,False
1976-10-13,Argentina,Chile,2,0,Copa Carlos Dittborn,Buenos Aires,Argentina,False
1976-10-13,Austria,Hungary,2,4,Friendly,Vienna,Austria,False
1976-10-13,Czechoslovakia,Scotland,2,0,FIFA World Cup qualification,Prague,Czechoslovakia,False
1976-10-13,England,Finland,2,1,FIFA World Cup qualification,London,England,False
1976-10-13,Netherlands,Northern Ireland,2,2,FIFA World Cup qualification,Rotterdam,Netherlands,False
1976-10-13,Turkey,Republic of Ireland,3,3,Friendly,Ankara,Turkey,False
1976-10-15,Colombia,Uruguay,1,2,Friendly,Bogot찼,Colombia,False
1976-10-15,Mexico,United States,3,0,CONCACAF Championship qualification,Puebla,Mexico,False
1976-10-16,Luxembourg,Italy,1,4,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1976-10-16,Portugal,Poland,0,2,FIFA World Cup qualification,Porto,Portugal,False
1976-10-16,Sierra Leone,Nigeria,0,0,FIFA World Cup qualification,Freetown,Sierra Leone,False
1976-10-17,Congo,Cameroon,2,2,FIFA World Cup qualification,Brazzaville,Congo,False
1976-10-17,Togo,Senegal,1,0,FIFA World Cup qualification,Lom챕,Togo,False
1976-10-20,Ecuador,Uruguay,2,2,Friendly,Quito,Ecuador,False
1976-10-20,Indonesia,Australia,1,1,Friendly,Jakarta,Indonesia,False
1976-10-20,Iraq,Libya,1,0,Friendly,Baghdad,Iraq,False
1976-10-20,United States,Canada,2,0,CONCACAF Championship qualification,Seattle,United States,False
1976-10-22,Iraq,Libya,3,1,Friendly,Baghdad,Iraq,False
1976-10-22,Singapore,Australia,0,1,Friendly,Kallang,Singapore,False
1976-10-24,Hong Kong,Australia,0,2,Friendly,So Kon Po,Hong Kong,False
1976-10-24,Malawi,Mauritius,1,1,African Cup of Nations qualification,Lilongwe,Malawi,False
1976-10-24,Uganda,Ethiopia,4,1,Friendly,Kampala,Uganda,False
1976-10-27,Bulgaria,German DR,0,4,Friendly,Sliven,Bulgaria,False
1976-10-27,Denmark,Cyprus,5,0,FIFA World Cup qualification,Copenhagen,Denmark,False
1976-10-27,Mexico,Canada,0,0,CONCACAF Championship qualification,Toluca,Mexico,False
1976-10-28,Peru,Argentina,1,3,Copa Ram처n Castilla,Lima,Peru,False
1976-10-29,Egypt,Ethiopia,3,0,FIFA World Cup qualification,Cairo,Egypt,False
1976-10-30,Nigeria,Sierra Leone,6,2,FIFA World Cup qualification,Lagos,Nigeria,False
1976-10-31,Cameroon,Congo,1,2,FIFA World Cup qualification,Yaound챕,Cameroon,False
1976-10-31,Guinea,Ghana,2,1,FIFA World Cup qualification,Conakry,Guinea,False
1976-10-31,Poland,Cyprus,5,0,FIFA World Cup qualification,Warsaw,Poland,False
1976-10-31,Senegal,Togo,1,1,FIFA World Cup qualification,Dakar,Senegal,False
1976-10-31,Turkey,Malta,4,0,FIFA World Cup qualification,캅zmir,Turkey,False
1976-11-01,Algeria,Libya,2,0,Friendly,Algiers,Algeria,False
1976-11-03,Israel,Australia,1,1,Friendly,Ramat Gan,Israel,False
1976-11-04,Tunisia,Libya,3,0,Friendly,Tunis,Tunisia,False
1976-11-05,Zanzibar,Zambia,0,3,CECAFA Cup,Zanzibar,Tanzania,False
1976-11-06,Somalia,Uganda,0,2,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-06,Tanzania,Kenya,1,1,CECAFA Cup,Zanzibar,Tanzania,False
1976-11-07,Tanzania,Malawi,1,1,CECAFA Cup,Zanzibar,Tanzania,False
1976-11-08,Somalia,Zambia,2,4,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-08,Zanzibar,Uganda,0,1,CECAFA Cup,Zanzibar,Tanzania,False
1976-11-09,Kenya,Malawi,2,2,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-10,Argentina,Peru,1,0,Copa Ram처n Castilla,Buenos Aires,Argentina,False
1976-11-10,Belgium,Northern Ireland,2,0,FIFA World Cup qualification,Li챔ge,Belgium,False
1976-11-10,Greece,Austria,0,3,Friendly,Kav찼la,Greece,False
1976-11-10,Haiti,United States,0,0,Friendly,Port-au-Prince,Haiti,False
1976-11-10,Zanzibar,Somalia,1,0,CECAFA Cup,Zanzibar,Tanzania,False
1976-11-11,Uganda,Zambia,2,3,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-12,Haiti,United States,0,0,Friendly,Port-au-Prince,Haiti,False
1976-11-12,Kenya,Zambia,0,2,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-12,Malawi,Uganda,1,2,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-12,Saudi Arabia,Syria,2,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
1976-11-14,Ethiopia,Egypt,1,2,FIFA World Cup qualification,Addis Ababa,Ethiopia,False
1976-11-14,Haiti,United States,0,0,Friendly,Port-au-Prince,Haiti,False
1976-11-14,Suriname,Trinidad and Tobago,1,1,CONCACAF Championship qualification,Paramaribo,Suriname,False
